SiteID,1243941,Site Timezone,-6,Data Timezone,-6,Longitude,-96.8579406738,Latitude,33.0436172485
Year,Month,Day,Hour,Minute,power - DEPRECATED,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 100m (C),air pressure at 100m (Pa),density - DEPRECATED
2011,1,14,21,30,N/A,154.55,5.91,2.06,99170,N/A
2011,1,14,22,30,N/A,159.99,6.58,2.06,99180,N/A
2011,1,14,23,30,N/A,163.81,6.3100000000000005,2.08,99180,N/A
2011,1,15,0,30,N/A,162.94,5.69,2.29,99160,N/A
2011,1,15,1,30,N/A,176.04,5.51,2.64,99170,N/A
2011,1,15,2,30,N/A,181.56,5.01,2.43,99170,N/A
2011,1,15,3,30,N/A,181.77,4.21,2.6,99140,N/A
2011,1,15,4,30,N/A,188.01,3.0500000000000003,2.46,99150,N/A
2011,1,15,5,30,N/A,181.04,2.67,2.69,99140,N/A
2011,1,15,6,30,N/A,180.12,2.6,2.91,99120,N/A
2011,1,15,7,30,N/A,177.73,3.38,2.89,99110,N/A
2011,1,15,8,30,N/A,204.56,2.87,3.5300000000000002,99090,N/A
2011,1,15,9,30,N/A,188.73,2.5500000000000003,3.27,99100,N/A
2011,1,15,10,30,N/A,186.20000000000002,1.6600000000000001,3.54,99080,N/A
2011,1,15,11,30,N/A,211.54,1.32,4.64,99030,N/A
2011,1,15,12,30,N/A,183.63,2.0100000000000002,4.78,99000,N/A
2011,1,15,13,30,N/A,152.48,1.19,5.25,98940,N/A
2011,1,15,14,30,N/A,179.46,2,6.07,98900,N/A
2011,1,15,15,30,N/A,192.03,2.21,6.51,98870,N/A
2011,1,15,16,30,N/A,170.19,2.15,5.84,98810,N/A
2011,1,15,17,30,N/A,165.33,1.98,5.24,98780,N/A
2011,1,15,18,30,N/A,146.42000000000002,2.36,5.09,98770,N/A
2011,1,15,19,30,N/A,148.78,3.22,5.05,98760,N/A
2011,1,15,20,30,N/A,139.71,3.45,5.51,98720,N/A
2011,1,15,21,30,N/A,148.63,2.5500000000000003,5.6000000000000005,98700,N/A
2011,1,15,22,30,N/A,151.73,3.15,5.32,98680,N/A
2011,1,15,23,30,N/A,159.49,2.56,5.07,98660,N/A
